storey_uuid,dataSource,functionType,interiorSpace,sensor_name,room_name,spaceType,uuid,coordinates,type,storey_floorId,storey_floorPlan,storey_name,storey_geoReference,building_address,building_geo,building_name
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19122,9.142 - Conferentie Vergaderruimte,occupancy,3c00a263-3596-4611-bb3f-7d067650a7e0,"[{latitude=51.44732473661262, longitude=5.486120883634567}, {latitude=51.44735168609244, longitude=5.486121020529101}, {latitude=51.44735160076713, longitude=5.486164261914059}, {latitude=51.447324651287374, longitude=5.486164124993979}, {latitude=51.44732473661262, longitude=5.486120883634567}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #29057,9.326 - Kantoor,occupancy,a00ef059-723c-4376-8e9c-bb9a2c00ac0f,"[{latitude=51.448172404519404, longitude=5.486200824646026}, {latitude=51.448199353996955, longitude=5.486200962687698}, {latitude=51.44819926795835, longitude=5.486244204871713}, {latitude=51.44817231848085, longitude=5.486244066804495}, {latitude=51.448172404519404, longitude=5.486200824646026}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #29016,9.T32 - Verkeergebied 11. Noord,occupancy,9ead47aa-f2bb-4dea-a19d-370330fc19ae,"[{latitude=51.44829288951078, longitude=5.486137466431023}, {latitude=51.448265940088596, longitude=5.486137302913872}, {latitude=51.448266041987914, longitude=5.486094060755403}, {latitude=51.448292991410156, longitude=5.486094224247008}, {latitude=51.44829288951078, longitude=5.486137466431023}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19082,9.201 - Conferentie Vergaderruimte,occupancy,e029ec8f-2251-4251-9bc1-2141967bd67a,"[{latitude=51.44754966244684, longitude=5.48600326030597}, {latitude=51.447576611926635, longitude=5.486003397201318}, {latitude=51.44757652660134, longitude=5.486046638799196}, {latitude=51.44754957712158, longitude=5.486046501878403}, {latitude=51.44754966244684, longitude=5.48600326030597}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #29041,9.401 - Kantoor,occupancy,2ecc1961-6fe8-4ed8-b191-35f039fc0620,"[{latitude=51.448264384891324, longitude=5.48600335700501}, {latitude=51.44829133437114, longitude=5.486003493902394}, {latitude=51.448291249045845, longitude=5.486046736177195}, {latitude=51.44826429956608, longitude=5.486046599254265}, {latitude=51.448264384891324, longitude=5.48600335700501}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,LuxSpaceWithSensor #29037,9.T32 - Verkeergebied 11. Noord,occupancy,7fd52e89-8dec-4cf9-9b3f-923ce82987c0,"[{latitude=51.448267093605736, longitude=5.486113000203239}, {latitude=51.44826707287108, longitude=5.486069757747376}, {latitude=51.44829402247795, longitude=5.4860697244645245}, {latitude=51.44829404321263, longitude=5.486112966945832}, {latitude=51.448267093605736, longitude=5.486113000203239}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19234,9.210 - Conferentie Vergaderruimte,occupancy,5bfc04b5-c953-439e-ace6-eb0d6f929909,"[{latitude=51.44771110340193, longitude=5.486036083365763}, {latitude=51.44773805288174, longitude=5.486036220261518}, {latitude=51.44773796755644, longitude=5.486079462012367}, {latitude=51.447711018076674, longitude=5.486079325091065}, {latitude=51.44771110340193, longitude=5.486036083365763}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19087,9.118 - Conferentie Vergaderruimte,occupancy,b00b734e-5159-46ff-b4e3-c9c93f70c65f,"[{latitude=51.44746132854411, longitude=5.486297543444131}, {latitude=51.44743437912192, longitude=5.4862973799299315}, {latitude=51.44743448102124, longitude=5.486254138558917}, {latitude=51.4474614304435, longitude=5.486254302047672}, {latitude=51.44746132854411, longitude=5.486297543444131}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,LuxSpaceWithSensor #19010,9.122 - Conferentie Vergaderruimte,occupancy,34290439-913b-4c75-8383-449408db8618,"[{latitude=51.447318802281856, longitude=5.4862405698446715}, {latitude=51.44731878154721, longitude=5.486197328286895}, {latitude=51.44734573115409, longitude=5.486197295004655}, {latitude=51.44734575188875, longitude=5.486240536587978}, {latitude=51.447318802281856, longitude=5.4862405698446715}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19257,9.208 - Conferentie Vergaderruimte,occupancy,3e88fc64-16b4-4813-abbb-85fe611a2f2e,"[{latitude=51.447641927979035, longitude=5.486035636831559}, {latitude=51.44766887745885, longitude=5.48603577372711}, {latitude=51.44766879213354, longitude=5.486079015412415}, {latitude=51.44764184265379, longitude=5.486078878491317}, {latitude=51.447641927979035, longitude=5.486035636831559}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #29236,9.402 - Kantoor,occupancy,fc644f99-44d2-47f8-a370-55e64d5ea607,"[{latitude=51.448333879961055, longitude=5.486003596698532}, {latitude=51.448360829440865, longitude=5.486003733596119}, {latitude=51.448360744115575, longitude=5.4860469759367705}, {latitude=51.44833379463581, longitude=5.486046839013637}, {latitude=51.448333879961055, longitude=5.486003596698532}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,LuxSpaceWithSensor #19101,9.129 - Conferentie Vergaderruimte,occupancy,e671825e-8b67-46a6-a1fb-db3f116fad60,"[{latitude=51.44713436784353, longitude=5.486240626599202}, {latitude=51.44713434710888, longitude=5.486197385216077}, {latitude=51.447161296715755, longitude=5.48619735193404}, {latitude=51.447161317450416, longitude=5.48624059334261}, {latitude=51.44713436784353, longitude=5.486240626599202}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19212,9.T20 - Liftlobby 9.Zuid,occupancy,0f383669-c159-4970-bcfe-838b601b1367,"[{latitude=51.44758125447883, longitude=5.486148986196625}, {latitude=51.44755430505664, longitude=5.486148822682019}, {latitude=51.44755440695595, longitude=5.486105581197523}, {latitude=51.44758135637821, longitude=5.486105744686583}, {latitude=51.44758125447883, longitude=5.486148986196625}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #29130,9.413 - Kantoor,occupancy,5c6862ab-b33b-4e20-8c60-0125289af793,"[{latitude=51.4486107411747, longitude=5.486035966618033}, {latitude=51.4486376906545, longitude=5.486036103516434}, {latitude=51.4486376053292, longitude=5.486079346119264}, {latitude=51.44861065584944, longitude=5.486079209195317}, {latitude=51.4486107411747, longitude=5.486035966618033}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19071,9.T25 9.T28 - Verkeersgebied 11.Midden,occupancy,eaefc7e5-bc11-4e47-87d2-6ead33fb22b3,"[{latitude=51.4477578010646, longitude=5.486096052344752}, {latitude=51.44778475054439, longitude=5.48609618924061}, {latitude=51.447784665219096, longitude=5.48613943103563}, {latitude=51.44775771573934, longitude=5.486139294114227}, {latitude=51.4477578010646, longitude=5.486096052344752}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #29061,9.T32 - Verkeergebied 11. Noord,occupancy,13124c38-3bc8-4a94-855a-3cd65c9c5526,"[{latitude=51.448430100716095, longitude=5.486139534751432}, {latitude=51.4484031512939, longitude=5.486139371233772}, {latitude=51.44840325319322, longitude=5.486096128945333}, {latitude=51.44843020261548, longitude=5.486096292437446}, {latitude=51.448430100716095, longitude=5.486139534751432}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #29015,9.326 - Kantoor,occupancy,b9a030fe-c064-49ce-a5b6-d2456c94e963,"[{latitude=51.44819840151814, longitude=5.486262210876926}, {latitude=51.44817145209595, longitude=5.48626204736008}, {latitude=51.448171553995266, longitude=5.486218805291074}, {latitude=51.44819850341751, longitude=5.486218968782373}, {latitude=51.44819840151814, longitude=5.486262210876926}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19023,9.207 - Conferentie Vergaderruimte,occupancy,14d4a248-5178-465c-9cca-b37e13bdeadd,"[{latitude=51.44761942937911, longitude=5.486003396586072}, {latitude=51.44764637885892, longitude=5.486003533481521}, {latitude=51.44764629353361, longitude=5.486046775145554}, {latitude=51.447619344053855, longitude=5.4860466382245585}, {latitude=51.44761942937911, longitude=5.486003396586072}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,LuxSpaceWithSensor #29063,9.T32 - Verkeergebied 11. Noord,occupancy,33893fdb-ce41-4fd3-8f9b-cc175d9af0c0,"[{latitude=51.4484748822853, longitude=5.486113046532369}, {latitude=51.448474861550636, longitude=5.486069803879769}, {latitude=51.44850181115751, longitude=5.486069770596613}, {latitude=51.44850183189219, longitude=5.486113013274759}, {latitude=51.4484748822853, longitude=5.486113046532369}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
49aa6efd-5d2b-4537-a60d-c9b271a32ecf,multisensor,occupancy,TRUE,TrueLineWithSensor #19162,9.206 - Conferentie Vergaderruimte,occupancy,f0a4a77c-e87b-4603-abb9-afbca7f2781a,"[{latitude=51.44759581596037, longitude=5.486003247246053}, {latitude=51.44762276544019, longitude=5.4860033841414015}, {latitude=51.44762268011488, longitude=5.486046625783144}, {latitude=51.44759573063512, longitude=5.486046488862149}, {latitude=51.44759581596037, longitude=5.486003247246053}]",polygon,9,"{""width"":""20000"",""name"":""7F4EE8D7-50F6-4294-BC51-C2EB13C83F21.png"",""imageURI"":""/buildingStoreyImage/49aa6efd-5d2b-4537-a60d-c9b271a32ecf"",""height"":""3000""}",Verdieping 09,"[{""pixelCoordinates"":{""x"":177.0,""y"":2705.0},""geoCoordinates"":{""latitude"":51.44708,""longitude"":5.485995}},{""pixelCoordinates"":{""x"":19826.0,""y"":302.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486305}},{""pixelCoordinates"":{""x"":19812.0,""y"":2695.0},""geoCoordinates"":{""latitude"":51.448658,""longitude"":5.486001}}]","{""postalBox"":""5612 AE"",""country"":""Netherlands"",""addressLines"":""3 : Groene Loper"",""countryCode"":""NL"",""region"":""Noord Brabant"",""town"":""Eindhoven""}","{""latitude"":51.4482114,""longitude"":5.4858237}",Atlas
